GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA06_2053: Owner-occupied private non-farm, non-reserve dwellings","v_CA06_2049: Tenant-occupied private non-farm, non-reserve dwellings"
4620635.00,CT,Laval,1.0458,5433,2713,2618,1190.00,1425.00
4620636.00,CT,Laval,2.23097,6518,2894,2781,1115.00,1665.00
4620637.01,CT,Laval,1.57427,5056,1905,1855,1380.00,470.00
4620637.02,CT,Laval,1.43305,3919,2023,1974,640.00,1335.00
4620638.01,CT,Laval,0.89728,5299,2576,2521,1130.00,1390.00
4620638.02,CT,Laval,0.45734,2046,871,847,580.00,265.00
4620638.03,CT,Laval,0.67598,3924,1794,1728,680.00,1045.00
4620638.04,CT,Laval,0.82859,6130,3096,2979,500.00,2480.00
4620639.00,CT,Laval,1.35014,3706,1809,1709,610.00,1095.00
4620640.00,CT,Laval,0.80339,3607,1698,1623,715.00,910.00
4620641.01,CT,Laval,1.34337,6712,3393,3305,1290.00,2015.00
4620641.02,CT,Laval,1.31712,2458,930,913,730.00,185.00
4620642.00,CT,Laval,9.7037,7014,3036,2961,1545.00,1415.00
4620643.00,CT,Laval,8.30876,9323,4713,4474,2305.00,2170.00
4620644.00,CT,Laval,1.46856,1221,523,504,370.00,135.00
4620645.00,CT,Laval,1.55011,5320,3051,2742,755.00,1985.00
4620646.01,CT,Laval,0.51811,3454,1483,1440,465.00,975.00
4620646.02,CT,Laval,0.60712,3658,1619,1520,815.00,705.00
4620646.03,CT,Laval,0.50826,3243,1751,1657,570.00,1090.00
4620647.01,CT,Laval,0.29594,3006,1974,1894,1100.00,785.00
4620647.02,CT,Laval,1.61683,6273,2870,2785,1795.00,995.00
4620648.00,CT,Laval,1.12824,5054,1897,1866,1360.00,505.00
4620649.01,CT,Laval,1.48922,2712,990,960,690.00,270.00
4620649.02,CT,Laval,1.30859,5593,1956,1920,1375.00,540.00
4620650.01,CT,Laval,0.75759,4433,1637,1592,1045.00,550.00
4620650.02,CT,Laval,0.72535,4010,1511,1459,755.00,705.00
4620650.03,CT,Laval,2.66831,6606,2367,2305,1445.00,855.00
4620651.01,CT,Laval,2.15187,5982,2126,2093,1780.00,310.00
4620651.02,CT,Laval,5.15361,5818,1829,1777,1670.00,105.00
4620652.01,CT,Laval,3.027,6790,2445,2393,1950.00,440.00
4620652.04,CT,Laval,1.25508,4244,1506,1491,1290.00,200.00
4620652.05,CT,Laval,2.47717,7933,2593,2527,2090.00,435.00
4620652.06,CT,Laval,2.17467,3846,1391,1368,1255.00,110.00
4620652.07,CT,Laval,9.62977,6734,2393,2344,2130.00,205.00
4620653.00,CT,Laval,0.57733,988,374,368,345.00,20.00
4620654.00,CT,Laval,1.65275,764,285,271,250.00,20.00
4620655.01,CT,Laval,1.45437,4114,1683,1628,1305.00,335.00
4620655.02,CT,Laval,2.48324,6417,2465,2414,1970.00,440.00
4620656.01,CT,Laval,6.1535,5882,2354,2291,1810.00,470.00
4620656.02,CT,Laval,5.7899,8090,2903,2847,2665.00,175.00
4620657.01,CT,Laval,1.88184,3579,1495,1463,1170.00,300.00
4620657.02,CT,Laval,1.50618,5758,2146,2126,1740.00,385.00
4620657.03,CT,Laval,1.77858,4030,1305,1288,1180.00,110.00
4620658.01,CT,Laval,1.26627,4473,1713,1691,1425.00,265.00
4620658.02,CT,Laval,0.8998,3236,1159,1150,1075.00,75.00
4620658.03,CT,Laval,5.46528,7078,2687,2632,2265.00,365.00
4620659.02,CT,Laval,3.55255,7563,2914,2872,2005.00,865.00
4620659.04,CT,Laval,6.04551,3363,1079,1069,1055.00,0.00
4620659.05,CT,Laval,2.3792,7101,2518,2488,2125.00,355.00
4620659.06,CT,Laval,1.72127,3968,1797,1761,1115.00,640.00
4620659.07,CT,Laval,2.29245,8370,3036,2983,2650.00,335.00
4620660.01,CT,Laval,2.00015,5063,1583,1563,1530.00,35.00
4620660.02,CT,Laval,1.42195,5350,2092,2049,1525.00,525.00
4620660.03,CT,Laval,2.43,7241,2562,2535,2270.00,265.00
4620661.01,CT,Laval,5.64564,7378,2785,2705,2345.00,360.00
4620661.02,CT,Laval,20.21336,8483,3115,3053,2645.00,385.00
4620662.00,CT,Laval,28.85206,4450,1670,1626,1470.00,155.00
4620675.00,CT,Repentigny,3.68593,5608,2914,2813,1650.00,1165.00
4620676.01,CT,Repentigny,1.54905,3552,1402,1382,1155.00,230.00
4620676.02,CT,Repentigny,1.32879,2990,1127,1114,1080.00,35.00
4620676.03,CT,Repentigny,1.20354,2357,915,910,895.00,15.00
4620676.04,CT,Repentigny,1.63288,3330,1164,1145,1110.00,35.00
4620677.01,CT,Repentigny,2.26526,6426,2872,2803,1735.00,1070.00
4620677.02,CT,Repentigny,2.25504,5549,2614,2574,1305.00,1270.00
4620677.03,CT,Repentigny,2.76544,7827,2903,2838,2405.00,415.00
4620677.05,CT,Repentigny,2.03351,5107,1713,1689,1575.00,110.00
4620677.06,CT,Repentigny,2.87057,3072,995,969,925.00,45.00
4620677.07,CT,Repentigny,1.03874,4296,1622,1603,1165.00,440.00
4620677.08,CT,Repentigny,2.49493,6429,2404,2292,2090.00,200.00
4620681.00,CT,Saint-Sulpice,36.36045,3332,1288,1256,1055.00,190.00
4620682.02,CT,Repentigny,12.27732,2669,1075,1047,680.00,355.00
4620682.03,CT,Repentigny,21.65386,5898,2332,2256,1835.00,415.00
4620682.04,CT,Repentigny,1.16469,3639,1403,1365,1075.00,290.00
4620682.05,CT,Repentigny,0.77404,3228,1142,1127,955.00,170.00
4620682.06,CT,Repentigny,1.73983,4260,1483,1466,1415.00,50.00
4620683.00,CT,Charlemagne,2.31137,5594,2614,2526,1425.00,1095.00
4620684.03,CT,Terrebonne,17.11133,6049,2078,2023,1930.00,90.00
4620684.04,CT,Terrebonne,13.49643,8024,2848,2771,2590.00,180.00
4620684.05,CT,Terrebonne,3.96325,5403,1859,1831,1695.00,135.00
4620684.06,CT,Terrebonne,7.75314,7587,3039,2885,2035.00,850.00
4620685.02,CT,Mascouche,56.63087,3925,1504,1461,1220.00,205.00
4620685.03,CT,Mascouche,7.79406,3961,1553,1521,1160.00,360.00
4620685.04,CT,Mascouche,0.84491,3400,1104,1091,1020.00,65.00
4620685.05,CT,Mascouche,2.82982,3916,1435,1416,1045.00,360.00
4620685.06,CT,Mascouche,7.11611,6940,2673,2534,1990.00,545.00
4620686.01,CT,Mascouche,26.0741,4538,1614,1578,1435.00,145.00
4620686.02,CT,Mascouche,3.95912,3638,1293,1257,1130.00,130.00
4620686.03,CT,Mascouche,2.04479,3446,1222,1201,1095.00,110.00
4620687.01,CT,Terrebonne,3.12272,4010,1481,1457,1235.00,220.00
4620687.02,CT,Terrebonne,42.60441,9161,3428,3267,2985.00,280.00
4620687.03,CT,Terrebonne,15.7333,6051,2237,2186,1935.00,250.00
4620687.04,CT,Terrebonne,1.75937,5255,1896,1873,1485.00,390.00
4620687.06,CT,Terrebonne,2.81243,5388,2090,2061,1435.00,620.00
4620687.07,CT,Terrebonne,1.87563,6000,2081,2060,2005.00,55.00
4620688.02,CT,Sainte-Anne-des-Plaines,89.21236,2822,928,907,755.00,130.00
4620688.03,CT,Sainte-Anne-des-Plaines,2.06163,4898,1801,1756,1330.00,425.00
4620688.04,CT,Sainte-Anne-des-Plaines,1.74197,5281,1900,1853,1480.00,375.00
4620689.01,CT,Terrebonne,2.83092,4230,1492,1447,1355.00,85.00
4620689.02,CT,Terrebonne,1.57388,3654,1300,1257,1185.00,70.00
4620689.03,CT,Terrebonne,3.8213,6598,2393,2298,1945.00,350.00
4620689.04,CT,Terrebonne,32.14741,4958,1751,1690,1450.00,220.00
4620690.00,CT,Lavaltrie,65.67533,5826,2225,2143,1805.00,315.00
4620691.00,CT,Lavaltrie,2.80984,6294,2330,2289,1850.00,440.00
4620692.00,CT,L'Assomption,64.89779,6841,2507,2453,2075.00,360.00
4620693.00,CT,L'Assomption,2.25104,5311,2344,2292,1030.00,1265.00
4620694.00,CT,L'Assomption,35.46704,4586,1675,1637,1510.00,110.00
4620700.01,CT,Terrebonne,1.31595,4847,2387,2306,1005.00,1315.00
4620700.03,CT,Terrebonne,1.53538,2909,1269,1248,725.00,530.00
4620700.04,CT,Terrebonne,1.54976,4579,2230,2160,1120.00,1040.00
4620701.00,CT,Bois-des-Filion,4.27618,8383,3365,3241,2610.00,625.00
4620702.01,CT,Lorraine,2.12721,2656,940,934,925.00,15.00
4620702.02,CT,Lorraine,3.89469,6957,2310,2277,2220.00,60.00
4620703.02,CT,Rosemère,4.40682,3839,1502,1459,1255.00,200.00
4620703.03,CT,Rosemère,3.03987,4553,1627,1583,1400.00,180.00
4620703.04,CT,Rosemère,3.24541,5781,1872,1830,1780.00,45.00
4620704.01,CT,Boisbriand,1.81485,4770,2268,2196,895.00,1305.00
4620704.04,CT,Boisbriand,1.77155,4838,1670,1655,1515.00,135.00
4620704.05,CT,Boisbriand,4.9345,6647,2328,2297,1880.00,415.00
4620704.06,CT,Boisbriand,2.39123,1845,711,691,565.00,130.00
4620704.08,CT,Boisbriand,14.57849,4443,1399,1318,840.00,475.00
4620704.09,CT,Boisbriand,2.40926,3940,1442,1416,865.00,550.00
4620705.01,CT,Sainte-Thérèse,1.61016,3604,1246,1234,1235.00,0.00
4620705.02,CT,Sainte-Thérèse,1.95577,5337,2760,2706,1115.00,1590.00
4620706.00,CT,Sainte-Thérèse,1.36219,3275,1938,1762,510.00,1250.00
4620707.00,CT,Sainte-Thérèse,1.85855,4562,2391,2305,800.00,1505.00
4620708.01,CT,Sainte-Thérèse,1.19212,5017,2348,2272,995.00,1280.00
4620708.02,CT,Sainte-Thérèse,1.60823,3429,1519,1464,930.00,540.00
4620709.01,CT,Blainville,3.72671,5594,2032,1995,1635.00,360.00
4620709.02,CT,Blainville,2.3458,5175,2123,2056,1430.00,625.00
4620710.01,CT,Blainville,34.62472,8380,2745,2705,2600.00,105.00
4620710.02,CT,Blainville,6.9688,11546,3649,3600,3385.00,215.00
4620710.03,CT,Blainville,3.08341,7027,2571,2501,2100.00,400.00
4620710.04,CT,Blainville,4.65883,8771,3279,3230,2380.00,845.00
4620725.03,CT,Saint-Eustache,1.56199,3590,1419,1387,1150.00,240.00
4620725.04,CT,Saint-Eustache,2.66794,3355,1318,1285,1100.00,185.00
4620725.06,CT,Saint-Eustache,51.9591,1709,657,636,530.00,75.00
4620725.07,CT,Saint-Eustache,1.43795,6339,2154,2117,1960.00,155.00
4620725.08,CT,Saint-Eustache,5.36676,5756,2116,2090,1865.00,225.00
4620726.01,CT,Saint-Eustache,1.87305,6483,2816,2733,1625.00,1105.00
4620726.03,CT,Saint-Eustache,1.30848,5049,2263,2196,1135.00,1060.00
4620726.04,CT,Saint-Eustache,0.78418,2107,703,694,660.00,30.00
4620727.01,CT,Saint-Eustache,1.11888,3378,1684,1648,760.00,885.00
4620727.02,CT,Saint-Eustache,1.56225,4296,1991,1906,975.00,925.00
4620728.01,CT,Deux-Montagnes,1.74978,6553,2518,2473,1900.00,575.00
4620728.02,CT,Deux-Montagnes,1.98132,4332,1663,1636,1265.00,375.00
4620728.03,CT,Deux-Montagnes,0.92362,2702,993,977,860.00,120.00
4620729.00,CT,Deux-Montagnes,1.50316,3815,1736,1695,1095.00,595.00
4620730.01,CT,Sainte-Marthe-sur-le-Lac,6.36783,4897,1884,1788,1700.00,85.00
4620730.02,CT,Sainte-Marthe-sur-le-Lac,3.15193,6414,2577,2488,2280.00,205.00
4620731.00,CT,Pointe-Calumet,5.06839,6574,2712,2565,2075.00,490.00
4620732.01,CT,Saint-Joseph-du-Lac,41.64298,4958,1794,1750,1455.00,235.00
4620732.02,CT,Oka,69.66997,3300,1367,1311,1120.00,175.00
4620733.00,CT,Mirabel,275.03383,5799,2358,2169,1600.00,430.00
4620734.01,CT,Mirabel,131.50244,7269,2731,2647,2025.00,595.00
4620734.02,CT,Mirabel,61.33754,11179,4179,4014,3275.00,705.00
4620735.01,CT,Mirabel,52.86758,6078,2413,2343,1590.00,720.00
4620735.02,CT,Mirabel,9.05657,5943,2280,2208,1515.00,690.00
