GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_4890: Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data","v_CA16_4897: Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data"
4620854.02,CT,Saint-Bruno-de-Montarville,20.89102,5931,2292,2252,2135,115
4620855.01,CT,Saint-Bruno-de-Montarville,7.90401,5124,2009,1992,1890,105
4620855.03,CT,Saint-Bruno-de-Montarville,3.94787,6354,3003,2922,1980,940
4620855.04,CT,Saint-Bruno-de-Montarville,8.31533,3366,1099,1080,1030,30
4620856.00,CT,Longueuil,15.49237,2468,1184,1102,610,520
4620857.01,CT,Longueuil,1.48879,4774,1968,1945,1470,490
4620857.02,CT,Longueuil,1.18176,4276,1651,1634,1175,470
4620857.06,CT,Longueuil,1.42691,5621,2290,2225,1725,505
4620857.07,CT,Longueuil,10.07055,7275,2612,2581,2140,435
4620857.08,CT,Longueuil,3.86315,5733,2937,2910,1900,1025
4620857.09,CT,Longueuil,2.38125,5208,2132,2105,1885,175
4620857.10,CT,Longueuil,6.5973,5716,2178,2115,1835,260
4620857.11,CT,Longueuil,2.17012,3749,1525,1521,1410,100
4620857.12,CT,Longueuil,1.09206,3771,1461,1443,1210,210
4620858.01,CT,Longueuil,1.51086,4729,1841,1810,1620,175
4620858.02,CT,Longueuil,1.19993,3879,1580,1547,1115,440
4620858.04,CT,Longueuil,2.79538,5524,1988,1971,1810,170
4620858.05,CT,Longueuil,10.11428,3011,1113,1087,990,125
4620859.00,CT,Brossard,0.74986,2856,1149,1096,690,360
4620860.01,CT,Longueuil,1.6614,6335,2474,2424,1975,450
4620860.02,CT,Longueuil,1.20616,3826,1627,1562,830,700
4620861.00,CT,Longueuil,1.90836,6572,3356,3167,1650,1575
4620862.00,CT,Saint-Lambert,2.27162,6859,3351,3212,2270,940
4620863.01,CT,Saint-Lambert,1.4043,3438,1538,1456,975,535
4620863.02,CT,Saint-Lambert,1.91068,6280,3376,3045,1520,1475
4620864.00,CT,Saint-Lambert,2.0062,5284,2181,2101,1550,550
4620865.00,CT,Longueuil,0.52194,1778,1068,987,345,660
4620866.00,CT,Longueuil,0.49111,2965,1821,1656,395,1205
4620867.00,CT,Longueuil,1.52865,6401,3256,3116,1170,1945
4620868.01,CT,Longueuil,1.59695,5596,2298,2246,1515,735
4620868.02,CT,Longueuil,1.20827,5856,2738,2540,980,1585
4620869.00,CT,Longueuil,1.07165,3109,1098,1079,860,225
4620870.01,CT,Longueuil,1.00638,3552,1645,1537,485,1050
4620870.02,CT,Longueuil,0.59335,2268,1060,1004,455,560
4620871.01,CT,Longueuil,0.73918,3741,1845,1762,620,1125
4620871.02,CT,Longueuil,0.48878,2006,858,830,540,295
4620872.00,CT,Longueuil,1.72029,6296,3079,2882,1020,1860
4620873.01,CT,Longueuil,0.42152,4356,2070,1950,345,1620
4620873.02,CT,Longueuil,0.65517,4220,2303,2144,365,1785
4620874.00,CT,Longueuil,0.86134,4948,2431,2244,760,1480
4620875.00,CT,Longueuil,0.74502,4759,2641,2416,575,1805
4620876.01,CT,Longueuil,0.72277,3817,1763,1582,380,1245
4620876.04,CT,Longueuil,2.63877,7727,2854,2768,2570,195
4620876.05,CT,Longueuil,4.73467,8512,3642,3575,2665,905
4620876.06,CT,Longueuil,1.01279,5687,2558,2354,1170,1185
4620876.07,CT,Longueuil,1.00296,2257,854,844,640,185
4620877.01,CT,Longueuil,5.1002,9240,4072,3922,3285,640
4620877.02,CT,Longueuil,1.48849,5978,2814,2707,1170,1535
4620878.00,CT,Longueuil,1.0956,4986,2764,2566,610,1940
4620879.01,CT,Longueuil,0.62145,3159,1798,1689,490,1220
4620879.02,CT,Longueuil,0.76723,3694,2045,1906,925,1005
4620880.00,CT,Longueuil,0.90335,3955,2228,2069,795,1255
4620881.01,CT,Longueuil,0.53928,3477,1854,1745,530,1235
4620881.02,CT,Longueuil,0.61157,3625,1930,1792,640,1135
4620882.00,CT,Longueuil,0.69795,2612,1414,1321,480,880
4620883.00,CT,Longueuil,0.99476,2636,1450,1317,510,750
4620884.01,CT,Longueuil,0.71967,3404,2057,1769,395,1395
4620884.02,CT,Longueuil,1.93101,7460,4349,4128,1355,2750
4620885.00,CT,Longueuil,1.62161,3869,1840,1708,610,1075
4620886.01,CT,Longueuil,4.40536,3094,1540,1498,840,680
4620886.02,CT,Longueuil,2.11615,3051,1283,1260,865,350
4620886.03,CT,Longueuil,2.21544,3142,1524,1471,585,910
4620887.03,CT,Boucherville,11.4088,3599,1341,1329,1300,30
4620887.04,CT,Boucherville,1.95824,5112,2363,2322,1640,640
4620887.05,CT,Boucherville,1.98643,4697,1887,1879,1660,230
4620887.06,CT,Boucherville,1.78229,4515,1692,1684,1690,20
4620887.07,CT,Boucherville,9.9486,20,7,7,x,x
4620888.01,CT,Boucherville,30.30604,3114,1358,1312,1220,70
4620888.02,CT,Boucherville,2.3713,5593,2040,2031,1995,35
4620888.03,CT,Boucherville,2.13031,4558,1859,1826,1750,80
4620889.01,CT,Boucherville,1.37737,2611,1311,1278,510,725
4620889.02,CT,Boucherville,3.9743,2859,1259,1246,1015,295
4620889.03,CT,Boucherville,3.32007,4993,2017,1974,1660,295
4620900.00,CT,Beloeil,2.54403,4693,2123,2050,1395,610
4620901.01,CT,Beloeil,2.50861,4919,2316,2263,1300,955
4620901.02,CT,Beloeil,1.7746,4401,1798,1775,1480,300
4620901.03,CT,Beloeil,18.66654,8445,3036,3010,2840,205
4620902.00,CT,McMasterville,3.37403,5698,2332,2285,1540,745
4620903.01,CT,Sainte-Julie,10.24844,7335,2893,2841,2115,725
4620903.04,CT,Sainte-Julie,1.41835,4216,1637,1620,1400,225
4620903.05,CT,Sainte-Julie,1.22902,3735,1423,1413,1225,200
4620903.08,CT,Sainte-Julie,0.82597,2750,1038,1037,785,250
4620903.09,CT,Saint-Amable,13.91692,6067,2397,2351,1895,455
4620903.10,CT,Saint-Amable,22.97295,6100,2275,2205,1810,385
4620903.11,CT,Sainte-Julie,3.75731,3892,1281,1274,1100,165
4620903.12,CT,Sainte-Julie,1.94057,5990,2157,2140,1965,185
4620903.13,CT,Saint-Mathieu-de-Beloeil,39.4204,2619,997,972,850,95
4620903.14,CT,Sainte-Julie,29.42171,1963,767,751,665,55
4620904.02,CT,Varennes,17.15875,4964,2058,1988,1310,720
4620904.03,CT,Varennes,73.55121,4821,1856,1830,1420,375
4620904.04,CT,Varennes,1.37821,3517,1306,1287,1190,90
4620904.05,CT,Varennes,1.33108,3744,1604,1585,1210,380
4620904.06,CT,Varennes,1.16649,4211,1491,1471,1400,45
4620926.01,CT,Richelieu,31.21171,5236,2247,2160,1390,765
4620926.02,CT,Saint-Mathias-sur-Richelieu,50.08094,4531,1959,1910,1580,315
4620929.01,CT,Otterburn Park,2.25973,3737,1571,1550,1315,245
4620929.02,CT,Otterburn Park,3.45299,4684,1730,1705,1545,155
4620930.02,CT,Mont-Saint-Hilaire,16.53971,9197,3976,3908,3055,845
4620930.03,CT,Mont-Saint-Hilaire,7.4571,2605,980,962,915,30
4620930.04,CT,Mont-Saint-Hilaire,21.65104,6783,2746,2629,2150,485
4621000.00,CT,L'Épiphanie,2.38176,5493,2240,2166,1320,845
4621001.00,CT,L'Épiphanie,55.09067,3200,1324,1232,1040,175
4621002.00,CT,Verchères,72.5656,5835,2440,2391,1770,595
4621003.00,CT,Coteau-du-Lac,47.36942,7044,2743,2645,2060,565
4621004.00,CT,Les Coteaux,11.73625,5368,2285,2200,1505,690
4621005.00,CT,Saint-Zotique,25.10136,7934,3365,3223,2600,615
4621006.00,CT,Saint-Lin--Laurentides,119.0693,20786,8376,8083,5975,2065
4622001.00,CT,Saint-Jean-sur-Richelieu,7.95779,8031,3072,3025,2430,595
4622002.00,CT,Saint-Jean-sur-Richelieu,22.2573,417,169,165,140,30
4622003.00,CT,Saint-Jean-sur-Richelieu,1.96938,130,0,0,x,x
4622004.00,CT,Saint-Jean-sur-Richelieu,1.16778,3015,1631,1552,620,925
4622005.00,CT,Saint-Jean-sur-Richelieu,1.19809,3640,2014,1874,620,1255
4622006.00,CT,Saint-Jean-sur-Richelieu,0.46074,0,0,0,x,x
4622007.00,CT,Saint-Jean-sur-Richelieu,0.4382,1349,850,686,120,550
4622008.00,CT,Saint-Jean-sur-Richelieu,0.50162,2430,1371,1273,275,1015
4622009.00,CT,Saint-Jean-sur-Richelieu,1.88359,5350,2525,2478,1415,1050
4622010.00,CT,Saint-Jean-sur-Richelieu,3.57635,5,2,2,x,x
4622011.00,CT,Saint-Jean-sur-Richelieu,0.63763,2538,1351,1246,315,925
4622012.00,CT,Saint-Jean-sur-Richelieu,0.74867,1608,954,924,360,540
4622013.00,CT,Saint-Jean-sur-Richelieu,1.76462,3942,1713,1693,1215,500
4622014.00,CT,Saint-Jean-sur-Richelieu,1.5018,3827,1868,1850,785,1040
4622015.00,CT,Saint-Jean-sur-Richelieu,1.27035,4637,3024,2925,385,2560
4622100.00,CT,Saint-Jean-sur-Richelieu,9.51699,1984,701,701,665,30
4622101.00,CT,Saint-Jean-sur-Richelieu,7.84634,1033,396,390,345,40
4622102.00,CT,Saint-Jean-sur-Richelieu,48.62855,1054,402,399,335,45
4622103.00,CT,Saint-Jean-sur-Richelieu,3.65545,1672,716,709,690,25
4622200.00,CT,Saint-Jean-sur-Richelieu,2.1802,5527,2143,2117,1675,445
4622201.00,CT,Saint-Jean-sur-Richelieu,1.4721,4367,1646,1643,1345,270
4622202.00,CT,Saint-Jean-sur-Richelieu,3.7067,7397,2809,2780,2255,515
4622203.00,CT,Saint-Jean-sur-Richelieu,2.82604,3553,1331,1313,1265,60
4622204.00,CT,Saint-Jean-sur-Richelieu,4.68221,822,329,320,285,30
4622205.00,CT,Saint-Jean-sur-Richelieu,3.37109,4132,1666,1645,1220,450
4622206.00,CT,Saint-Jean-sur-Richelieu,26.70906,1956,744,724,600,105
4622207.00,CT,Saint-Jean-sur-Richelieu,7.10998,883,323,322,320,0
4622300.00,CT,Saint-Jean-sur-Richelieu,1.32798,2953,1303,1281,735,515
4622301.00,CT,Saint-Jean-sur-Richelieu,0.9023,3176,1568,1491,510,1025
4622302.00,CT,Saint-Jean-sur-Richelieu,1.01203,2688,1208,1197,645,545
4622303.00,CT,Saint-Jean-sur-Richelieu,1.28024,0,0,0,x,x
4622304.00,CT,Saint-Jean-sur-Richelieu,0.70221,1094,445,443,385,55
4622400.00,CT,Saint-Jean-sur-Richelieu,46.45364,2729,1180,1132,940,185
4622401.00,CT,Saint-Jean-sur-Richelieu,4.43686,3691,1400,1381,1235,125
4622402.00,CT,Saint-Jean-sur-Richelieu,2.78735,3484,1182,1162,995,170
