GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_5817: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households",v_CA21_5847: Bachelor's degree or higher,"v_CA21_5865: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households",v_CA21_5895: Bachelor's degree or higher
4620514.02,CT,0514.02,1.875,6132,2197,2164,5085,1620,3275,1250
4620515.01,CT,0515.01,9.0447,6413,2271,2208,5195,2035,3490,1745
4620515.02,CT,0515.02,0.9242,4376,1531,1523,3565,1485,2510,1340
4620515.03,CT,0515.03,0.9666,3453,1264,1243,2960,895,1915,775
4620515.04,CT,0515.04,0.8337,3708,1368,1341,2945,970,1965,855
4620520.02,CT,0520.02,1.6247,7112,2574,2508,5930,1710,3615,1385
4620520.03,CT,0520.03,1.4846,3764,1362,1334,3310,850,1970,635
4620520.04,CT,0520.04,1.06,4638,1767,1724,3640,1010,2320,810
4620521.01,CT,0521.01,0.8407,4857,2018,1956,4155,1275,2550,910
4620521.04,CT,0521.04,1.4022,4768,1758,1721,3850,1605,2310,1180
4620521.05,CT,0521.05,1.347,4587,1483,1463,3700,1665,2230,1295
4620521.06,CT,0521.06,2.0916,5147,1965,1926,4335,1865,2395,1330
4620521.07,CT,0521.07,2.0587,4070,1276,1263,3175,1280,1925,970
4620522.01,CT,0522.01,1.2254,3464,1336,1318,3100,1120,1855,875
4620522.02,CT,0522.02,1.0867,3506,1405,1361,2775,895,1585,665
4620523.00,CT,0523.00,0.7628,2490,819,809,2060,810,1210,605
4620530.00,CT,0530.00,2.2488,6130,2244,2179,5085,1580,3075,1280
4620540.00,CT,0540.00,0.8581,3969,1768,1673,2765,660,1840,550
4620550.02,CT,0550.02,13.2162,3327,1323,1269,2755,760,1820,600
4620550.03,CT,0550.03,4.9277,6780,2308,2272,5540,2100,3605,1730
4620550.04,CT,0550.04,4.364,4809,1838,1806,4010,1250,2470,990
4620570.00,CT,0570.00,12.1514,4394,2124,2018,3545,370,2545,320
4620580.01,CT,0580.01,1.169,4853,2409,2327,4065,665,2635,545
4620580.02,CT,0580.02,0.8104,3235,1631,1610,2770,500,2020,435
4620580.03,CT,0580.03,1.0635,3829,1626,1595,3080,535,2035,435
4620581.01,CT,0581.01,1.2978,5825,2087,2048,4190,640,2830,535
4620581.02,CT,0581.02,0.6692,3490,1587,1539,2950,360,1925,305
4620582.01,CT,0582.01,1.1604,6340,3184,3059,5335,870,3470,700
4620582.02,CT,0582.02,1.2909,5918,2706,2658,4880,750,3250,675
4620583.00,CT,0583.00,0.7474,3208,1358,1320,2535,310,1655,250
4620584.00,CT,0584.00,1.6026,7066,3437,3328,5875,710,3910,590
4620585.01,CT,0585.01,3.4424,2281,925,903,1855,500,1335,445
4620585.02,CT,0585.02,5.6,3824,1803,1758,3165,360,1815,295
4620590.01,CT,0590.01,1.4872,5526,2321,2247,4335,1005,2915,880
4620590.02,CT,0590.02,0.3001,3452,1469,1395,2635,440,1800,380
4620591.01,CT,0591.01,0.4872,2704,1098,1041,2240,680,1460,570
4620591.02,CT,0591.02,0.6851,4117,1709,1659,3140,1075,2055,855
4620592.00,CT,0592.00,0.9578,7570,3219,3096,5925,1475,3855,1325
4620593.01,CT,0593.01,1.0422,4862,2656,2586,4000,780,1540,490
4620593.02,CT,0593.02,0.4852,4575,2065,1980,3675,810,2385,730
4620594.01,CT,0594.01,0.4003,2848,1367,1336,2300,455,1500,415
4620594.02,CT,0594.02,7.8918,7589,3490,3391,6310,1770,3800,1400
4620600.01,CT,0600.01,0.7407,4022,1623,1585,3280,845,2110,720
4620600.02,CT,0600.02,0.4129,4118,1795,1715,3075,790,2025,670
4620600.03,CT,0600.03,0.6969,7091,2794,2642,4910,1035,2985,855
4620601.01,CT,0601.01,0.3211,3373,1386,1324,2635,500,1640,435
4620601.02,CT,0601.02,0.4275,4827,2015,1939,3530,1020,2475,885
4620602.01,CT,0602.01,0.5394,3780,1676,1621,3130,725,1770,575
4620602.02,CT,0602.02,0.6154,2794,1221,1168,2290,510,1475,410
4620603.01,CT,0603.01,0.5328,3598,1543,1469,2765,535,1750,480
4620603.02,CT,0603.02,0.6244,4252,1665,1583,3240,470,1955,365
4620603.03,CT,0603.03,0.3558,3281,1372,1231,2435,475,1600,435
4620604.01,CT,0604.01,0.9351,3550,1329,1290,2950,810,1635,645
4620604.02,CT,0604.02,0.3408,4517,1800,1724,3440,650,2320,605
4620604.03,CT,0604.03,0.4952,3012,1277,1227,2405,465,1480,400
4620604.04,CT,0604.04,0.7591,3457,1385,1332,2805,450,1760,395
4620604.05,CT,0604.05,0.5921,5279,1931,1883,4070,990,2860,905
4620605.01,CT,0605.01,1.3507,3525,1672,1595,2950,575,1740,500
4620605.02,CT,0605.02,0.5781,1997,749,731,1730,480,965,400
4620605.03,CT,0605.03,1.0307,5854,2475,2373,4610,1085,3025,960
4620605.04,CT,0605.04,1.5874,4898,1985,1914,3865,735,2400,625
4620605.05,CT,0605.05,0.5718,2270,949,919,1970,390,1235,340
4620610.01,CT,0610.01,0.9303,4777,2096,2002,3945,385,2570,330
4620610.02,CT,0610.02,0.4617,4612,1943,1816,3655,450,2265,380
4620610.03,CT,0610.03,0.7841,5684,2284,2185,4215,640,2345,470
4620610.04,CT,0610.04,0.1946,3973,1840,1742,3100,280,2180,260
4620610.05,CT,0610.05,0.3851,4856,2206,2106,3765,405,2645,375
4620610.06,CT,0610.06,0.3429,2822,1170,1127,2245,185,1525,160
4620610.07,CT,0610.07,0.5504,4659,1645,1553,2640,220,1545,150
4620611.01,CT,0611.01,0.7077,3036,1247,1186,2240,265,1480,220
4620611.02,CT,0611.02,0.5645,5839,2413,2315,4650,570,3125,500
4620612.00,CT,0612.00,0.7476,4813,2000,1922,3680,570,2455,505
4620613.00,CT,0613.00,0.9911,7813,3312,3146,6075,915,4185,800
4620614.00,CT,0614.00,0.4446,3827,1814,1718,3115,595,2090,500
4620615.00,CT,0615.00,0.56,5848,2441,2319,4680,705,3185,605
4620616.00,CT,0616.00,0.7548,6896,2834,2695,5190,670,3500,575
4620617.01,CT,0617.01,0.9045,5616,2268,2199,4560,705,2815,570
4620617.02,CT,0617.02,0.6563,3904,1717,1627,3300,575,2190,480
4620618.00,CT,0618.00,0.4987,3611,1782,1682,2805,370,1740,300
4620619.00,CT,0619.00,0.5857,5885,3268,2989,4685,980,2535,740
4620625.01,CT,0625.01,5.0655,6036,2213,2173,5100,780,3430,615
4620625.02,CT,0625.02,1.9972,7955,2674,2643,6180,1085,4275,980
4620626.00,CT,0626.00,10.5631,7631,2719,2675,6070,1460,4145,1280
4620627.00,CT,0627.00,5.1333,6628,2992,2757,5045,860,3080,695
4620628.01,CT,0628.01,1.7506,4820,2020,1973,3885,945,2420,725
4620628.02,CT,0628.02,0.8176,3746,1617,1579,3095,750,2060,595
4620629.00,CT,0629.00,1.1907,3515,1359,1328,2925,875,1725,650
4620630.01,CT,0630.01,1.2061,3710,1323,1307,3125,1075,1835,850
4620630.02,CT,0630.02,2.1947,5177,1982,1949,4195,1655,2380,1235
4620631.00,CT,0631.00,24.9325,7777,2638,2603,6470,1895,4405,1685
4620632.01,CT,0632.01,1.5182,5094,2071,2016,4190,905,2590,720
4620632.02,CT,0632.02,1.9894,4836,1926,1871,4080,760,2610,660
4620632.03,CT,0632.03,4.1092,5789,1849,1812,3830,975,2415,770
4620632.04,CT,0632.04,1.8982,6996,3077,3007,6065,1245,3915,1055
4620633.00,CT,0633.00,1.6331,5272,2080,2033,4145,1330,2440,965
4620634.00,CT,0634.00,0.8184,3212,1381,1342,2670,725,1665,575
4620635.00,CT,0635.00,1.0341,5666,2521,2410,4190,895,2640,690
4620636.00,CT,0636.00,2.2276,7443,3164,3074,5945,1125,3975,935
4620637.01,CT,0637.01,1.5876,4978,1923,1897,4185,855,2605,655
4620637.02,CT,0637.02,1.4114,4344,2297,2186,3630,715,2475,645
4620638.01,CT,0638.01,0.9182,5428,2579,2524,4660,1240,3060,1005
4620638.02,CT,0638.02,0.449,2204,864,838,1775,500,1125,410
4620638.03,CT,0638.03,0.6781,4605,2039,1956,3765,855,2555,735
4620638.04,CT,0638.04,0.8263,6570,3292,3155,5430,1260,3825,1090
4620639.00,CT,0639.00,1.3371,4195,2082,1990,3420,1075,2020,860
4620640.00,CT,0640.00,0.7966,4497,2130,1806,3490,930,2210,785
4620641.01,CT,0641.01,1.3546,9049,4250,4097,7130,1970,4680,1635
4620641.02,CT,0641.02,1.2817,4179,2252,2006,3600,1465,2510,1275
4620642.00,CT,0642.00,9.6387,7814,3362,3274,6425,1700,4150,1405
4620643.01,CT,0643.01,3.1737,7446,3143,2974,6060,2040,4085,1785
4620643.02,CT,0643.02,3.5792,10182,5864,5352,8665,2690,4940,2070
4620643.03,CT,0643.03,1.5499,5735,2545,2453,4800,895,3245,785
4620644.00,CT,0644.00,1.4863,1244,556,522,1020,310,715,265
4620645.00,CT,0645.00,1.5275,5719,2814,2259,4060,610,2345,520
4620646.01,CT,0646.01,0.5192,3906,1655,1569,2905,570,2020,495
4620646.02,CT,0646.02,0.6292,4009,1679,1587,3250,705,1995,535
4620646.03,CT,0646.03,0.4967,4036,1978,1877,3360,740,1895,540
4620647.01,CT,0647.01,0.2894,3229,2079,1989,3155,865,1075,405
4620647.02,CT,0647.02,1.615,8016,3858,3498,6520,1580,3480,1105
4620648.00,CT,0648.00,1.1321,5330,1964,1883,4505,770,2665,650
4620649.01,CT,0649.01,1.4528,2701,1021,980,2240,455,1335,385
4620649.02,CT,0649.02,1.2943,5434,2031,1980,4650,730,2660,560
4620650.01,CT,0650.01,0.7661,4401,1684,1582,3685,670,2150,560
4620650.02,CT,0650.02,0.7289,4168,1606,1524,3420,570,2105,490
4620650.04,CT,0650.04,1.7805,6944,2792,2686,5390,1310,3910,1190
4620650.05,CT,0650.05,0.8692,4189,1520,1458,3320,770,2145,685
4620651.01,CT,0651.01,2.1584,6460,2396,2343,5485,1355,3465,1150
4620651.02,CT,0651.02,5.0705,8319,2618,2594,6570,1880,4475,1655
4620652.01,CT,0652.01,2.9835,9150,3498,3305,7330,2430,4745,2010
4620652.04,CT,0652.04,1.2708,4218,1544,1521,3630,945,2395,820
4620652.06,CT,0652.06,2.1859,4020,1484,1462,3200,1240,2240,1110
4620652.07,CT,0652.07,9.5705,9603,3426,3365,7660,2600,5230,2340
4620652.08,CT,0652.08,1.4852,5115,1629,1610,3980,1330,2635,1200
4620652.09,CT,0652.09,1.0378,4257,1317,1297,3405,840,2365,765
4620653.00,CT,0653.00,0.6052,941,373,365,860,380,475,260
4620654.00,CT,0654.00,1.6777,879,386,352,800,370,435,230
4620655.01,CT,0655.01,1.4175,4328,1796,1743,3425,410,2430,320
4620655.02,CT,0655.02,2.4811,6706,2557,2505,5375,875,3695,765
4620656.01,CT,0656.01,6.1151,8223,3355,3254,6380,1020,3975,860
4620656.03,CT,0656.03,3.7677,3826,1456,1430,3105,640,2090,525
4620656.04,CT,0656.04,2.0442,7473,2377,2349,5710,1545,4045,1395
4620657.01,CT,0657.01,1.8966,3659,1511,1473,2985,525,1915,425
4620657.02,CT,0657.02,1.5404,5768,2162,2135,4815,945,3060,795
4620657.03,CT,0657.03,1.7822,4354,1432,1416,3560,670,2340,605
4620658.01,CT,0658.01,1.2428,4427,1729,1712,3660,445,2185,385
4620658.02,CT,0658.02,0.9057,3198,1217,1203,2665,625,1660,540
4620658.03,CT,0658.03,5.6464,8160,3079,3037,6720,1525,4410,1325
4620659.04,CT,0659.04,6.0348,4910,1661,1645,3980,1605,2780,1445
4620659.05,CT,0659.05,2.3698,7349,2762,2733,6020,2085,3905,1760
4620659.06,CT,0659.06,1.7552,4134,1865,1820,3480,710,2030,580
4620659.08,CT,0659.08,1.3794,6542,2369,2335,5185,1490,3645,1290
4620659.09,CT,0659.09,0.8729,3587,987,981,2680,710,1930,655
4620659.10,CT,0659.10,1.0901,3594,1025,1019,2500,905,1840,860
4620659.11,CT,0659.11,2.4338,7292,2909,2827,5640,1530,3775,1335
4620660.01,CT,0660.01,2.0048,5373,1817,1804,4415,1340,3000,1170
4620660.02,CT,0660.02,1.4115,5586,2215,2180,4630,950,2935,745
4620660.03,CT,0660.03,2.0737,7456,2802,2768,6155,1600,3925,1390
4620661.01,CT,0661.01,5.6006,9732,3632,3586,7665,1965,5400,1730
4620661.03,CT,0661.03,19.1981,4457,1553,1525,3515,835,2330,710
4620661.04,CT,0661.04,0.966,4604,1811,1788,3820,875,2580,785
4620662.00,CT,0662.00,28.8102,4811,1900,1849,3710,720,2465,590
4620675.00,CT,0675.00,3.8296,6365,3552,3468,5685,885,2640,495
4620676.01,CT,0676.01,1.5067,3640,1458,1430,2930,595,1835,455
4620676.02,CT,0676.02,1.1278,2931,1135,1124,2390,380,1425,290
4620676.03,CT,0676.03,1.1703,2341,932,925,1960,250,1155,175
4620676.04,CT,0676.04,1.5093,3303,1189,1178,2505,445,1510,300
4620677.01,CT,0677.01,2.3856,6374,2707,2666,5190,755,2980,560
4620677.02,CT,0677.02,2.1831,5271,2657,2608,4515,420,2580,315
4620677.05,CT,0677.05,1.9018,4998,1676,1660,3970,1135,2565,865
4620677.07,CT,0677.07,1.0102,3822,1626,1593,3130,445,2130,345
4620677.09,CT,0677.09,1.2601,4342,1721,1702,3555,600,2310,470
4620677.10,CT,0677.10,1.5563,4717,1896,1837,3815,695,2265,510
4620677.11,CT,0677.11,1.4019,3913,1216,1202,2885,940,1965,810
4620677.12,CT,0677.12,1.2801,4924,1577,1568,3585,930,2605,870
4620677.13,CT,0677.13,1.6388,4071,1642,1627,3145,720,2185,595
4620677.14,CT,0677.14,0.8575,3400,1152,1147,2785,540,1810,440
4620681.00,CT,0681.00,36.172,3360,1517,1466,2800,290,1905,220
4620682.02,CT,0682.02,11.9648,2742,1268,1215,2165,230,1335,205
4620682.04,CT,0682.04,1.0743,3353,1416,1380,2855,315,1745,275
4620682.05,CT,0682.05,0.7704,2888,1140,1132,2470,215,1635,180
4620682.06,CT,0682.06,1.6048,5128,1788,1775,3960,675,2755,575
4620682.07,CT,0682.07,16.9162,3307,1336,1327,2545,440,1825,390
4620682.08,CT,0682.08,4.5673,4270,1626,1610,3410,610,2330,555
4620683.00,CT,0683.00,2.1685,6302,3217,3149,5455,535,3355,405
4620684.05,CT,0684.05,3.9148,7000,2718,2678,5760,1255,3710,1040
4620684.08,CT,0684.08,2.6826,5707,1953,1933,4620,945,3260,860
4620684.09,CT,0684.09,10.7284,3436,1220,1205,2680,465,1765,390
4620684.10,CT,0684.10,4.0787,4031,1578,1562,3255,660,2115,600
4620684.11,CT,0684.11,3.6509,4495,1804,1789,3630,470,2400,420
4620684.12,CT,0684.12,12.1287,3069,1553,1463,2260,405,1205,300
4620684.13,CT,0684.13,2.7745,6227,2054,2044,4940,1200,3460,1095
4620684.14,CT,0684.14,2.0476,1895,787,768,1495,430,1095,385
4620685.02,CT,0685.02,56.5583,4167,1691,1663,3330,285,2300,250
4620685.03,CT,0685.03,7.7132,6698,3374,3304,5745,770,3720,655
4620685.04,CT,0685.04,0.9034,3023,1141,1133,2425,285,1690,255
4620685.05,CT,0685.05,2.7523,4492,1759,1737,3510,450,2290,380
4620685.07,CT,0685.07,3.3763,5912,2071,2055,4670,655,3095,585
4620685.09,CT,0685.09,1.1975,3667,1418,1406,2615,515,1715,460
4620685.10,CT,0685.10,1.3794,4595,2044,2018,3595,815,2495,725
4620685.11,CT,0685.11,0.9335,2853,903,895,1730,580,1435,555
4620686.01,CT,0686.01,26.0883,7961,3031,2962,6300,1080,4450,975
4620686.02,CT,0686.02,3.9613,4161,1572,1542,3260,425,2290,370
4620686.03,CT,0686.03,2.0298,3654,1286,1266,2745,335,1830,260
4620687.01,CT,0687.01,3.1608,4482,1699,1673,3525,650,2280,500
4620687.04,CT,0687.04,1.7384,4816,1841,1823,3865,690,2420,550
4620687.06,CT,0687.06,2.6321,5482,2201,2169,4280,780,3035,700
4620687.07,CT,0687.07,1.9904,6607,2371,2344,5000,750,3160,640
4620687.09,CT,0687.09,20.4174,3526,1340,1312,2815,485,1955,445
4620687.11,CT,0687.11,19.4833,3126,1204,1176,2515,240,1850,215
4620687.12,CT,0687.12,2.4791,6147,1975,1950,4510,790,3200,740
4620687.13,CT,0687.13,4.9876,6136,2185,2133,4740,820,3155,760
4620687.14,CT,0687.14,10.7237,6645,2492,2434,4995,1430,3690,1310
4620688.02,CT,0688.02,89.6172,4136,1548,1497,2925,290,2035,220
4620688.03,CT,0688.03,2.0325,5572,2363,2319,4415,300,2785,260
4620688.04,CT,0688.04,1.7953,5513,2094,2066,4325,405,3050,350
4620689.01,CT,0689.01,2.7413,7001,2536,2503,5365,535,3790,505
4620689.02,CT,0689.02,1.5687,3762,1344,1331,3035,235,2075,225
4620689.04,CT,0689.04,31.7587,5662,2063,2031,4335,280,3095,265
4620689.05,CT,0689.05,2.0195,3130,1042,1026,2205,205,1595,190
4620689.06,CT,0689.06,1.6296,5151,1901,1864,4040,290,2805,255
4620690.00,CT,0690.00,65.4346,8310,3460,3369,6640,640,4450,520
4620691.00,CT,0691.00,2.7854,6115,2513,2469,4935,395,3310,310
4620692.01,CT,0692.01,5.4481,7142,2654,2627,5405,1175,3730,1010
4620692.02,CT,0692.02,58.4902,2279,975,958,1895,275,1225,195
4620693.00,CT,0693.00,2.0142,5329,2645,2568,4315,580,2450,400
4620694.01,CT,0694.01,23.9604,4904,1671,1643,3320,475,2480,430
4620694.02,CT,0694.02,8.8236,3788,1424,1410,3020,430,2210,385
4620700.01,CT,0700.01,1.3279,5078,2575,2481,4015,415,2550,315
4620700.03,CT,0700.03,1.541,2854,1278,1264,2435,200,1465,155
4620700.04,CT,0700.04,1.5524,4479,2342,2291,3930,545,2425,430
4620701.01,CT,0701.01,1.7309,3374,1396,1368,2505,625,1860,575
4620701.02,CT,0701.02,2.6333,6785,2974,2890,5620,805,3755,665
4620702.01,CT,0702.01,2.0184,2672,1034,1024,2180,745,1240,555
4620702.02,CT,0702.02,3.884,6830,2403,2369,5475,2155,3555,1740
4620703.02,CT,0703.02,4.3175,4045,1664,1632,3410,1175,1970,875
4620703.03,CT,0703.03,3.1149,4487,1695,1658,3715,1285,2265,1025
4620703.04,CT,0703.04,3.252,5558,1981,1959,4475,1560,2845,1225
4620704.01,CT,0704.01,1.7624,4968,2506,2433,4135,590,2845,525
4620704.04,CT,0704.04,1.7945,4299,1670,1663,3545,725,2315,635
4620704.05,CT,0704.05,4.8819,5965,2336,2308,4950,1140,3385,990
4620704.06,CT,0704.06,2.2261,2076,869,828,1765,360,1230,320
4620704.08,CT,0704.08,14.5355,5252,1580,1488,3275,315,2080,280
4620704.09,CT,0704.09,2.4731,5748,2808,2705,5055,1145,3185,980
4620705.01,CT,0705.01,1.5821,3338,1241,1232,2675,955,1650,675
4620705.02,CT,0705.02,1.9111,5003,2382,2325,4000,725,2305,550
4620706.00,CT,0706.00,1.3666,3756,2346,2251,3345,370,2185,285
4620707.00,CT,0707.00,1.8606,5530,2709,2531,3975,635,2530,480
4620708.01,CT,0708.01,1.2099,4630,2374,2260,3850,580,2695,525
4620708.02,CT,0708.02,1.5496,4276,2150,2087,3725,755,2110,525
4620709.01,CT,0709.01,3.6965,9706,4005,3928,7685,1640,4915,1420
4620709.02,CT,0709.02,2.3843,6406,2730,2662,5240,940,3515,835
4620710.03,CT,0710.03,3.0903,8619,3369,3306,6860,1210,4730,1075
4620710.05,CT,0710.05,32.1803,9560,3302,3222,7480,2320,5200,2035
4620710.06,CT,0710.06,2.0968,3346,1297,1289,2835,740,1760,625
4620710.07,CT,0710.07,3.3873,5022,1950,1902,4055,785,2695,705
4620710.08,CT,0710.08,1.2329,4182,1752,1723,3305,465,2235,395
4620710.09,CT,0710.09,3.4694,5378,1622,1612,4235,1725,2880,1515
4620710.10,CT,0710.10,2.517,4911,1767,1733,4090,1365,2480,1150
4620710.11,CT,0710.11,0.9144,2689,1065,1047,2225,470,1535,420
4620725.03,CT,0725.03,1.5393,3613,1501,1477,3110,390,1875,330
4620725.04,CT,0725.04,2.8183,3482,1465,1435,2905,380,1840,315
4620725.06,CT,0725.06,52.7557,2433,1059,1015,1925,380,1340,325
4620725.07,CT,0725.07,1.4729,6244,2214,2195,4880,970,3525,870
4620725.09,CT,0725.09,2.1882,3813,1198,1189,2610,440,1755,370
4620725.10,CT,0725.10,3.1965,5073,2094,2067,4095,835,2660,735
4620726.01,CT,0726.01,1.8565,6373,3017,2942,5295,635,3050,500
4620726.03,CT,0726.03,1.2608,4915,2308,2249,4095,480,2635,375
4620726.04,CT,0726.04,0.7953,1804,697,693,1525,305,970,225
4620727.01,CT,0727.01,1.1241,3281,1754,1710,2855,280,1520,205
4620727.02,CT,0727.02,1.5064,4245,2089,1986,3415,475,2015,320
4620728.01,CT,0728.01,1.7653,6533,2592,2557,5245,1175,3750,1055
4620728.02,CT,0728.02,1.9146,4489,1857,1812,3610,800,2360,690
4620728.03,CT,0728.03,0.9144,2711,1098,1071,2155,470,1410,390
4620729.00,CT,0729.00,1.483,4182,1916,1826,3325,605,2145,525
4620730.01,CT,0730.01,5.762,13552,4971,4914,9970,2365,7395,2240
4620730.02,CT,0730.02,2.9692,6245,2671,2589,5125,610,3460,535
4620731.00,CT,0731.00,4.5923,6281,2673,2590,5100,335,3660,280
4620732.01,CT,0732.01,41.2187,7031,2819,2743,5620,830,3865,695
4620732.03,CT,0732.03,11.8635,0,0,0,,,,
4620732.04,CT,0732.04,56.9904,3968,1683,1616,3215,635,2060,460
4620733.01,CT,0733.01,230.7188,4356,1805,1729,3395,420,2130,295
4620733.02,CT,0733.02,42.8875,1784,876,778,1450,230,935,150
4620734.03,CT,0734.03,5.2846,6377,2348,2310,4945,725,3640,660
4620734.04,CT,0734.04,23.859,3946,1747,1708,3450,435,2265,340
4620734.05,CT,0734.05,32.2255,11018,4474,4339,8495,1915,6200,1745
4620734.06,CT,0734.06,2.1406,5093,2046,1985,4020,300,2865,270
4620734.07,CT,0734.07,128.5713,14150,5943,5794,10645,1610,7845,1470
4620735.01,CT,0735.01,52.4056,7054,3255,3141,5915,525,3865,460
4620735.02,CT,0735.02,8.8892,9114,3896,3789,7380,1125,5010,1005
4620740.01,CT,0740.01,90.0416,2283,1615,1124,2035,365,1360,220
4620740.03,CT,0740.03,44.5324,7458,2921,2859,5940,690,4290,625
4620740.04,CT,0740.04,48.1726,10282,3886,3773,7710,1105,5880,995
4620750.01,CT,0750.01,15.3204,5484,2078,2028,4475,1280,3010,1060
4620750.02,CT,0750.02,12.7376,5943,2078,2042,4830,1380,3205,1150
4620750.04,CT,0750.04,1.0587,1887,829,809,1585,385,1040,310
4620750.06,CT,0750.06,3.4985,6164,2802,2706,4675,925,3200,785
4620750.07,CT,0750.07,1.9652,5474,2348,2291,4690,955,3045,765
4620751.01,CT,0751.01,3.3766,6884,2867,2794,5615,1090,3615,905
4620751.02,CT,0751.02,3.7219,7867,2919,2846,6240,1745,4160,1565
4620755.01,CT,0755.01,21.2901,9131,4026,3918,7405,1300,5100,1100
4620755.03,CT,0755.03,1.486,4312,2018,1893,3525,945,1980,770
4620755.04,CT,0755.04,2.4306,6011,2193,2136,4630,1285,3285,1180
4620755.05,CT,0755.05,1.6097,5666,1810,1788,3870,1255,3090,1195
4620756.02,CT,0756.02,10.8569,1050,404,399,870,180,605,145
4620756.03,CT,0756.03,34.703,7187,2543,2487,5785,1695,3740,1445
4620756.04,CT,0756.04,2.7794,6297,2488,2341,4870,990,3040,855
4620756.05,CT,0756.05,2.2128,6870,3098,3033,5320,1155,3460,985
4620757.00,CT,0757.00,21.7864,5411,2447,2338,4685,1945,2475,1250
4620758.03,CT,0758.03,23.7685,4382,1502,1477,3555,1165,2245,935
4620758.04,CT,0758.04,15.4148,5888,1941,1930,4720,1480,3115,1225
4620758.05,CT,0758.05,7.6468,4404,1544,1525,3540,970,2380,860
4620758.06,CT,0758.06,20.0314,7680,2861,2817,6005,1280,4245,1150
4620760.00,CT,0760.00,77.6283,7184,2810,2754,5775,960,4065,855
4620775.00,CT,0775.00,10.3619,2390,1034,989,1995,490,1225,320
4620776.00,CT,0776.00,8.1787,3719,1706,1676,3195,325,2045,285
4620777.01,CT,0777.01,29.6216,4742,2225,2171,3840,510,2520,400
4620777.02,CT,0777.02,30.4193,5177,2520,2446,4260,400,2695,310
