GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA01_737: Employed,v_CA01_738: Unemployed
4620878.00,CT,Longueuil,1.0817,5254,2668,2595,2505,260
4620879.01,CT,Longueuil,0.6202,3120,1626,1560,1380,215
4620879.02,CT,Longueuil,0.7649,3888,2024,1975,2075,125
4620880.00,CT,Longueuil,0.9029,4192,2185,2120,2135,150
4620881.01,CT,Longueuil,0.5394,3378,1752,1605,1555,220
4620881.02,CT,Longueuil,0.6119,3608,1867,1710,1815,180
4620882.00,CT,Longueuil,0.7162,2550,1359,1220,1210,135
4620883.00,CT,Longueuil,1.0265,2404,1484,1255,1305,130
4620884.01,CT,Longueuil,0.8668,2959,1666,1580,1420,160
4620884.02,CT,Longueuil,1.9197,7171,4329,4170,3075,185
4620885.00,CT,Longueuil,1.6144,3900,1894,1840,1760,140
4620886.01,CT,Longueuil,4.3972,3388,1520,1490,2045,100
4620886.02,CT,Longueuil,2.1278,3371,1278,1255,2015,75
4620886.03,CT,Longueuil,1.9537,3401,1508,1480,1790,100
4620887.02,CT,Boucherville,13.7302,9074,3359,3260,5440,215
4620887.03,CT,Boucherville,11.0978,3865,1303,1285,2020,85
4620887.04,CT,Boucherville,1.9578,5500,2365,2320,2885,110
4620888.00,CT,Boucherville,34.9771,7486,2502,2465,4055,130
4620889.01,CT,Boucherville,1.3944,2876,1272,1240,1325,90
4620889.02,CT,Boucherville,4.0171,2782,1092,1055,1460,55
4620889.03,CT,Boucherville,3.3407,4670,1881,1845,2360,140
4620900.00,CT,Beloeil,2.2566,4775,1990,1965,2285,175
4620901.01,CT,Beloeil,2.4407,4923,2019,1990,2480,140
4620901.02,CT,Beloeil,1.6636,4810,1749,1740,2650,135
4620901.03,CT,Beloeil,17.7279,4545,1496,1485,2440,165
4620902.00,CT,McMasterville,3.1026,3984,1497,1480,2120,160
4620903.01,CT,Sainte-Julie,10.0574,6474,2598,2520,3815,130
4620903.04,CT,Sainte-Julie,1.413,4325,1521,1505,2545,70
4620903.05,CT,Sainte-Julie,1.1402,4017,1370,1355,2235,75
4620903.06,CT,Sainte-Julie,5.8057,6708,2266,2185,3745,170
4620903.07,CT,Saint-Mathieu-de-Beloeil,70.5531,4213,1429,1395,2365,130
4620903.08,CT,Sainte-Julie,0.747,3079,1028,1015,1685,70
4620903.09,CT,Saint-Amable,13.8023,3657,1282,1245,1975,100
4620903.10,CT,Saint-Amable,22.9482,3621,1298,1245,1810,105
4620904.02,CT,Varennes,16.2349,3544,1535,1450,1970,50
4620904.03,CT,Varennes,71.6643,3911,1430,1385,2260,65
4620904.04,CT,Varennes,1.3511,4168,1346,1315,2250,95
4620904.05,CT,Varennes,1.3494,3802,1373,1335,2045,90
4620904.06,CT,Varennes,1.1814,4228,1335,1300,2390,75
4620926.01,CT,Richelieu,30.9267,4851,1931,1870,2350,145
4620926.02,CT,Saint-Mathias-sur-Richelieu,47.3138,4149,1605,1560,2195,125
4620929.00,CT,Otterburn Park,5.3476,7866,2917,2840,4230,205
4620930.02,CT,Mont-Saint-Hilaire,15.6857,5721,2371,2325,3300,160
4620930.03,CT,Mont-Saint-Hilaire,7.6006,2785,932,910,1500,95
4620930.04,CT,Mont-Saint-Hilaire,21.0081,5764,2211,2160,2865,110
