GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA01_1670: Owner households in non-farm, non-reserve private dwellings","v_CA01_1666: Tenant households in non-farm, non-reserve private dwellings"
4620876.05,CT,Longueuil,4.7522,6697,2637,2590,1700,895
4620877.01,CT,Longueuil,5.0827,4480,1810,1780,1445,335
4620877.02,CT,Longueuil,1.4878,5835,2450,2395,1060,1335
4620878.00,CT,Longueuil,1.0817,5254,2668,2595,625,1965
4620879.01,CT,Longueuil,0.6202,3120,1626,1560,500,1060
4620879.02,CT,Longueuil,0.7649,3888,2024,1975,910,1065
4620880.00,CT,Longueuil,0.9029,4192,2185,2120,885,1240
4620881.01,CT,Longueuil,0.5394,3378,1752,1605,555,1045
4620881.02,CT,Longueuil,0.6119,3608,1867,1710,655,1055
4620882.00,CT,Longueuil,0.7162,2550,1359,1220,510,710
4620883.00,CT,Longueuil,1.0265,2404,1484,1255,460,785
4620884.01,CT,Longueuil,0.8668,2959,1666,1580,340,1230
4620884.02,CT,Longueuil,1.9197,7171,4329,4170,1260,2910
4620885.00,CT,Longueuil,1.6144,3900,1894,1840,600,1235
4620886.01,CT,Longueuil,4.3972,3388,1520,1490,860,630
4620886.02,CT,Longueuil,2.1278,3371,1278,1255,885,375
4620886.03,CT,Longueuil,1.9537,3401,1508,1480,555,930
4620887.02,CT,Boucherville,13.7302,9074,3359,3260,2960,305
4620887.03,CT,Boucherville,11.0978,3865,1303,1285,1270,20
4620887.04,CT,Boucherville,1.9578,5500,2365,2320,1580,740
4620888.00,CT,Boucherville,34.9771,7486,2502,2465,2405,55
4620889.01,CT,Boucherville,1.3944,2876,1272,1240,555,675
4620889.02,CT,Boucherville,4.0171,2782,1092,1055,795,250
4620889.03,CT,Boucherville,3.3407,4670,1881,1845,1590,255
4620900.00,CT,Beloeil,2.2566,4775,1990,1965,1305,665
4620901.01,CT,Beloeil,2.4407,4923,2019,1990,1055,940
4620901.02,CT,Beloeil,1.6636,4810,1749,1740,1425,315
4620901.03,CT,Beloeil,17.7279,4545,1496,1485,1425,50
4620902.00,CT,McMasterville,3.1026,3984,1497,1480,1025,455
4620903.01,CT,Sainte-Julie,10.0574,6474,2598,2520,1710,810
4620903.04,CT,Sainte-Julie,1.413,4325,1521,1505,1315,180
4620903.05,CT,Sainte-Julie,1.1402,4017,1370,1355,1120,235
4620903.06,CT,Sainte-Julie,5.8057,6708,2266,2185,2000,180
4620903.07,CT,Saint-Mathieu-de-Beloeil,70.5531,4213,1429,1395,1250,120
4620903.08,CT,Sainte-Julie,0.747,3079,1028,1015,780,240
4620903.09,CT,Saint-Amable,13.8023,3657,1282,1245,1035,185
4620903.10,CT,Saint-Amable,22.9482,3621,1298,1245,1040,190
4620904.02,CT,Varennes,16.2349,3544,1535,1450,875,575
4620904.03,CT,Varennes,71.6643,3911,1430,1385,1110,265
4620904.04,CT,Varennes,1.3511,4168,1346,1315,1195,125
4620904.05,CT,Varennes,1.3494,3802,1373,1335,1045,285
4620904.06,CT,Varennes,1.1814,4228,1335,1300,1290,15
4620926.01,CT,Richelieu,30.9267,4851,1931,1870,1205,660
4620926.02,CT,Saint-Mathias-sur-Richelieu,47.3138,4149,1605,1560,1240,300
4620929.00,CT,Otterburn Park,5.3476,7866,2917,2840,2410,420
4620930.02,CT,Mont-Saint-Hilaire,15.6857,5721,2371,2325,1765,545
4620930.03,CT,Mont-Saint-Hilaire,7.6006,2785,932,910,870,45
4620930.04,CT,Mont-Saint-Hilaire,21.0081,5764,2211,2160,1590,560
